0,1,2,3,4,5,6,7,8,9,10
-0.3991575676849056,-100.0,-0.3612048655223758,-0.35544433225546224,-100.0,-0.3554443322554461,-0.38998618495480675,-0.36120486552235964,-0.36120486552235964,-0.35544433225542993,-0.3554443322554461
-0.5109382518080352,-100.0,-0.39158495522900433,-0.3857243482638818,-100.0,-0.3857243482638818,-0.439802198141996,-0.3915849552289721,-0.3915849552289721,-0.3857243482638818,-0.38572434826386565
-0.5645187041669366,-100.0,-0.40264418804497704,-0.39675096510007085,-100.0,-0.39675096510007085,-0.468052553788551,-0.40264418804500934,-0.40264418804497704,-0.39675096510007085,-0.3967509651001031
-0.563637543381274,-100.0,-0.39458864924637865,-0.3888618234724074,-100.0,-0.38886182347242354,-0.4717541480273207,-0.3945886492463625,-0.39458864924637865,-0.38886182347245585,-0.3888618234724397
0.2549501755921794,-100.0,-0.2781651433641841,-0.3592181070294293,-100.0,-0.359218107029397,0.12664883706865673,-0.2781651433641841,-0.2781651433641841,-0.35921810702941315,-0.35921810702941315
1.3072338249734115,-100.0,-0.30917516093142566,-0.3884238803335226,-100.0,-0.3884238803335226,0.34296872894992575,-0.3091751609314095,-0.30917516093139336,-0.38842388033350644,-0.3884238803335226
1.7913826108200581,-100.0,-0.3202142338120853,-0.3969156110070154,-100.0,-0.39691561100699924,0.5315826745363239,-0.3202142338120692,-0.3202142338120692,-0.3969156110070154,-0.3969156110070154
1.8568213011986048,-100.0,-0.31236368978383344,-0.3856907176295236,-100.0,-0.38569071762950746,0.6764274553153498,-0.3123636897838173,-0.31236368978383344,-0.38569071762950746,-0.3856907176295236
1.2363732694038696,-100.0,-0.15407350638859574,-0.36600436529903907,-100.0,-0.3660043652990229,0.9038438675641267,-0.15407350638861186,-0.15407350638859574,-0.36600436529903907,-0.36600436529903907
4.060702760057114,-100.0,-0.18633444233937332,-0.3940699447612126,-100.0,-0.39406994476119644,1.5237144316952274,-0.18633444233938948,-0.18633444233938948,-0.3940699447612126,-0.3940699447612126
5.369515583955494,-100.0,-0.19695695651636475,-0.3984640180900198,-100.0,-0.3984640180900198,2.042797942524078,-0.1969569565163486,-0.19695695651636475,-0.3984640180900198,-0.39846401809000365
5.536184232160111,-100.0,-0.1885057271013321,-0.3813937944116865,-100.0,-0.3813937944117027,2.4155363011417177,-0.18850572710134825,-0.1885057271013321,-0.3813937944116865,-0.3813937944116865
2.8596488508346467,-100.0,0.04977079427690838,-0.3802975123312826,-100.0,-0.38029751233126646,2.1948609554089384,0.04977079427694067,0.049770794276956826,-0.38029751233126646,-0.3802975123312826
8.682928383356481,-100.0,0.01673095646955018,-0.40548531076464267,-100.0,-0.4054853107646265,3.49445986370138,0.01673095646956633,0.01673095646955018,-0.40548531076464267,-0.40548531076464267
11.403357409730381,-100.0,0.006403055708533016,-0.4038038897381181,-100.0,-0.40380388973813425,4.572620726150928,0.0064030557085007185,0.00640305570848457,-0.40380388973813425,-0.4038038897381504
11.749767777404541,-100.0,0.016190857252111487,-0.37702228031786045,-100.0,-0.3770222803178766,5.3348038071516255,0.016190857252111487,0.016190857252111487,-0.3770222803178927,-0.3770222803178766
15.387915203681452,-100.0,1.6691814362776922,-0.4995014991556604,-100.0,-0.49950149915567654,12.441752420541313,1.6691814362776598,1.6691814362776922,-0.49950149915567654,-0.4995014991556927
47.30497017563202,-100.0,1.654120109153952,-0.4951533464154778,-100.0,-0.4951533464154455,19.472537171686,1.654120109153952,1.6541201091539681,-0.4951533464154455,-0.4951533464154455
63.168270618312086,-100.0,1.6776617663273863,-0.4314885383664414,-100.0,-0.43148853836642526,25.458723805612475,1.6776617663274025,1.6776617663274025,-0.4314885383664414,-0.43148853836642526
65.44090782449791,-100.0,1.7190269908508975,-0.32375703698272223,-100.0,-0.3237570369827061,29.784952491585432,1.71902699085093,1.7190269908509137,-0.3237570369827061,-0.32375703698272223
2.7070108778910718,-100.0,-21.81358693210606,-24.069843346085033,-100.0,-24.069843346085033,-0.17158340389295484,-21.81358693210606,-21.81358693210606,-24.06984334608505,-24.069843346085033
98.36315764428886,-100.0,5.03696032253842,-0.20047179244685767,-100.0,-0.20047179244687383,39.70504724636575,5.036960322538404,5.036960322538436,-0.20047179244687383,-0.20047179244687383
138.1205214988934,-100.0,4.149856368970006,-0.15471401181967276,-100.0,-0.1547140118196889,53.579490823766044,4.14985636896999,4.14985636896999,-0.15471401181967276,-0.1547140118196889
143.87377747634315,-100.0,4.280192473129512,0.05453375974007393,-100.0,0.05453375974002548,63.55842723544944,4.280192473129496,4.28019247312948,0.054533759740041626,0.05453375974005778
82.49596318077899,-100.0,16.417643256289644,3.5907691293366866,-100.0,3.5907691293366866,78.81633350945921,16.41764325628966,16.417643256289644,3.5907691293366866,3.5907691293366866
396.3265719371853,-100.0,15.43694462850547,0.29774483446327404,-100.0,0.2977448344633063,132.72406628504118,15.43694462850547,15.43694462850547,0.2977448344632902,0.29774483446327404
612.663942975433,-100.0,18.760626568639033,4.66992492878149,-100.0,4.669924928781361,194.5272203255421,18.76062656863902,18.760626568638987,4.669924928781377,4.669924928781426
625.7107302219815,-100.0,20.001960371002525,5.374387054707697,-100.0,5.3743870547077455,243.63117759864247,20.00196037100251,20.001960371002525,5.374387054707729,5.374387054707697
117.91057998355545,-100.0,31.01018498467226,9.469692837411953,-100.0,9.469692837412019,132.4781736962348,31.010184984672296,31.01018498467223,9.469692837411985,9.469692837411953
948.082982570665,-100.0,25.044356467342073,0.5344389683689049,-100.0,0.5344389683688404,242.50122336796923,25.044356467342105,25.044356467342087,0.5344389683688404,0.5344389683687919
1627.4730395662898,-100.0,38.45450197213033,12.414168170673745,-100.0,12.414168170673712,391.01337186870364,38.45450197213023,38.454501972130245,12.414168170673696,12.414168170673776
1460.9819032795824,-100.0,43.338709329276725,14.490233575090837,-100.0,14.49023357509087,513.6888775571738,43.33870932927667,43.33870932927674,14.490233575090999,14.490233575090901
-0.2890510742613534,-100.0,-0.2539864194705482,-0.24895979704279048,-100.0,-0.24895979704279048,-0.28044323655899656,-0.2539864194705482,-0.2539864194705482,-0.24895979704277432,-0.24895979704277432
-10.439280948975432,-100.0,6.601834928734121,8.09258684531842,-100.0,8.092586845318452,-0.1349693456236458,6.601834928734136,6.601834928734152,8.092586845318452,8.092586845318452
0.12859924001201828,-100.0,0.449272079283441,0.46036225706732703,-100.0,0.46036225706732703,0.31976148368209256,0.4492720792834087,0.44927207928342483,0.4603622570673432,0.4603622570673432
0.07438331787724582,-100.0,0.40122838016667184,0.4119999111186313,-100.0,0.4119999111186475,0.25189835497404806,0.40122838016667184,0.401228380166688,0.4119999111186475,0.4119999111186475
0.2549501755921794,-100.0,-0.2781651433641841,-0.3592181070294293,-100.0,-0.359218107029397,0.12664883706865673,-0.2781651433641841,-0.2781651433641841,-0.35921810702941315,-0.35921810702941315
1.4674362072541216,-100.0,-0.15281522736825662,-0.2294312080124912,-100.0,-0.2294312080124912,0.5002351326228485,-0.15281522736825662,-0.15281522736825662,-0.2294312080124912,-0.2294312080124912
1.9658938516435045,-100.0,-0.14351411505068123,-0.21860293941634074,-100.0,-0.21860293941634074,0.7069904184369914,-0.1435141150506974,-0.14351411505068123,-0.21860293941632458,-0.21860293941632458
2.0358099052401872,-100.0,-0.12532500069018163,-0.19789158958462913,-100.0,-0.19789158958462913,0.8595889219689407,-0.12532500069016547,-0.12532500069016547,-0.19789158958461298,-0.19789158958462913
1.4102240092236555,-100.0,0.008241269477176677,-0.1932526622792449,-100.0,-0.19325266227926105,1.068759956400052,0.00824126947714438,0.00824126947714438,-0.19325266227926105,-0.1932526622792449
4.2543764450860655,-100.0,0.0055491790463400225,-0.1947861007333432,-100.0,-0.1947861007333432,1.7144385412047376,0.005549179046323874,0.0055491790463400225,-0.1947861007333432,-0.19478610073335936
5.570935906164222,-100.0,0.014456310756310648,-0.18260779076758704,-100.0,-0.18260779076758704,2.2491409756246226,0.014456310756310648,0.014456310756310648,-0.18260779076757092,-0.18260779076757092
5.736963787945532,-100.0,0.030485203673952747,-0.16048539527138542,-100.0,-0.1604853952713693,2.625892176939424,0.030485203674001194,0.030485203673968897,-0.1604853952713693,-0.16048539527138542
