0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
13.751916829839688,16.145973639644332,-50.89123723628335,13.626771540780812,15.262986371203187,-99.74564348889935,1.3734119240760896,-0.3539290570568454,-0.3550438765861424,23.69393073829765,1.4186592721555222,-99.5489199022819,-0.3511898259890794,-0.3499999999999917,3.3330769509374587,2.5663391679053564,4.364077493853458,-0.45313369366053863
13.44858868140737,16.269150892626154,-53.713139956914034,13.318416223104391,15.384026110927705,-99.76542104953606,0.9958465985740552,-0.3841820841593508,-0.3853416722069948,9.515882608020057,0.7211848534597433,-99.57570049088022,-0.3818446367063027,-0.3799999999999864,1.3947627261340498,2.2505146059606447,4.484660581726501,-0.18796522322733464
13.126444728279212,16.26694085210863,-56.199909281241396,12.986738629724199,15.386334963302385,-99.87141734401625,0.6088755108878791,-0.39519841832715036,-0.39638944520241637,10.418381205270014,0.05610632678108826,-99.68813483061366,-0.39338346520405376,-0.3899999999999954,-0.7328372089296082,1.9077714673071904,4.480390265000235,0.1667811521678366
12.819393526582717,16.15567380450626,-58.179053197343066,12.667043310501278,15.285215928133864,-100.04209391301733,0.2684741124940357,-0.38734996783529724,-0.38852940268812636,11.092288702181866,-0.5224848707895998,-99.8641565080847,-0.3862357883729088,-0.3899999999999954,-3.1389284621948605,1.5749367298751467,4.3679774177467445,0.5650060986740741
13.883540988221313,16.242510961291245,-50.62462821282547,13.757616524225114,15.35562294478941,-99.72271343581473,1.4983465995401024,-0.38054535006841145,-0.3648648500656261,23.78742661602147,1.5690913302798521,-99.52592102644086,-0.41958842001967867,-0.4199999999999901,3.5204783007477434,2.705789108655229,4.463717793825417,-0.4639394082647867
13.578600640954102,16.363384298374424,-53.47124214825099,13.447820586345957,15.475966925197376,-99.7441402992734,1.115954160605461,-0.40928080984663495,-0.39360670678652615,9.645120248913342,0.8666919084709593,-99.55441326256378,-0.44138653474028255,-0.4399999999999919,1.580207031440298,2.3883097106157596,4.58343623018148,-0.19575400405597324
13.252152078285043,16.35530916934108,-55.98926990257359,13.111897436947812,15.473982773355647,-99.852366198651,0.7202758946255146,-0.4171208948533108,-0.4016260333179195,10.545634537363874,0.19341361735524354,-99.6691182755547,-0.4412319978730847,-0.4399999999999919,-0.5523889625069374,2.0408798251998403,4.574493329250744,0.16075310846531787
12.935984353085333,16.236474479092536,-58.01076433410988,12.783390243037507,15.366481612901094,-100.02565358365119,0.36739615709249823,-0.4050440169572637,-0.3899492628363209,11.211143753621723,-0.3988490230308208,-99.84778806561818,-0.41978215704432387,-0.4199999999999901,-2.9691354369346,1.6985708038687264,4.4552019077780125,0.5603211863977073
14.083865622389249,16.388031811341104,-50.21934429625367,13.956830827482168,15.495333461094692,-99.69231135097961,1.6878255774929487,-0.42179536186354677,-0.38081541728660023,23.9304365751584,1.798026937874895,-99.4954292955306,-0.5258604075736851,-0.5299999999999921,3.8050035807988793,2.918127228234998,4.614079593921326,-0.4790164649080482
13.775896389582504,16.50493334364992,-53.10353659785383,13.644204851344712,15.61411755735848,-99.71623561672203,1.297560960539166,-0.4487520249025969,-0.40768933716149164,9.84136436044051,1.08759708519355,-99.5264972080122,-0.5348813771488022,-0.5299999999999921,1.8614429701292678,2.5974641061818136,4.731986033436186,-0.20772412367842916
13.44103526951673,16.48861283208707,-55.67129531574264,13.30031993880278,15.606113249126368,-99.82757557603445,0.8885416546516887,-0.45154077292235617,-0.41085893548874386,10.737996493910176,0.40019815224676075,-99.64438105925684,-0.5168209948396648,-0.5199999999999831,-0.28091025462195773,2.241345709406853,4.716453239402295,0.15263625462509367
13.111211428645737,16.35867493140151,-57.756805093213444,12.958153128863614,15.489801145309622,-100.00482023957888,0.5166687307970137,-0.432287137443184,-0.3926070702419793,11.389584719804173,-0.21302411228069992,-99.82704878206306,-0.47292793380048115,-0.4699999999999866,-2.713768510420051,1.8843921680959175,4.587572283275679,0.5559297738187752
14.420710459641306,16.628291480219108,-49.53803664279703,14.291842589559083,15.7259994848265,-99.65221600738724,2.0040058718776907,-0.49360161527067187,-0.4105046846875899,24.171026037018592,2.1829304147555946,-99.45521346930542,-0.7114876968059488,-0.7099999999999924,4.282161526531328,3.2752921303140297,4.862655510337468,-0.5048361716693993
14.106915928830398,16.73894429192977,-52.48605029744371,13.973865136229351,15.842669554000564,-99.68021828495084,1.6006592524236913,-0.5166615780874779,-0.4332788059434055,10.17140167638857,1.458358325545558,-99.49046616358818,-0.6983994363807416,-0.6999999999999834,2.3321935739362103,2.948642506396304,4.977991587882791,-0.22591950555611684
13.757011004749518,16.707219401534413,-55.13768696159239,13.61517446362585,15.8230220476554,-99.79684319504545,1.167394260902167,-0.5118459195263951,-0.42911865227763196,11.058698200577055,0.7459593100331315,-99.61370921346187,-0.6513120693749935,-0.6499999999999869,0.1726789555839371,2.576472086782741,4.94980581179531,0.13799316326969865
13.407966727081526,16.55701383501199,-57.325667162416245,13.25435170395852,15.68939914148437,-99.97911931584643,0.7647957838624173,-0.48072832587327174,-0.3999307302803956,11.692313957290795,0.10192837230351288,-99.80146675006627,-0.5699343233986586,-0.5699999999999957,-2.283324562871559,2.199220430682125,4.802225507657357,0.5451225432503325
